,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,id,redCards,goals,secondYellowCards,assists
21,TRP,114,2017,Türkiye Kupasi,,,,,,343463,,,,
22,MLS1,45604,2017,MLS,28,1,,,2.168',343463,,12,,3
23,MLS1,45604,2016,MLS,32,,,,2.455',343463,,14,,4
24,MLSP,45604,2016,US Open Cup,1,,,,34',343463,,,,
25,MLS1,45604,2015,MLS,27,,,,1.883',343463,1,17,,1
26,MLSP,45604,2015,US Open Cup,1,1,,,90',343463,,1,,
0,ES1,237,2023,LaLiga,26,3,,,993',177452,,5,,1
1,CDR,237,2023,Copa del Rey,7,,,,579',177452,,6,,1
2,ES1,237,2022,LaLiga,26,2,,,395',177452,,1,,1
3,CDR,237,2022,Copa del Rey,3,,,,148',177452,,3,,1
4,ES1,237,2021,LaLiga,23,3,,,630',177452,,3,,
5,CDR,237,2021,Copa del Rey,4,,,,279',177452,,1,,
6,ES2,237,2020,LaLiga SmartBank,31,4,,,1.848',177452,,10,,3
7,CDR,237,2020,Copa del Rey,2,,,,34',177452,,2,,
8,ES1,237,2019,LaLiga,20,1,,,258',177452,,,,
9,CDR,237,2019,Copa del Rey,2,,,,125',177452,,,,
10,ES1P,237,2018,Promoción LaLiga,4,,,,242',177452,,1,,1
11,ES2,237,2018,LaLiga 1|2|3,31,1,,,1.223',177452,,5,1,3
12,CDR,237,2018,Copa del Rey,1,,,,90',177452,,1,,
13,ES2P,237,2017,Ascenso a 2ª,2,,,,128',177452,,,,
14,ES3C,237,2017,2ª B - Grupo III,34,9,,,2.458',177452,,12,,
15,ES2P,630,2016,Ascenso a 2ª,5,1,,,307',177452,1,4,,1
16,ES3A,630,2016,2ª B - Grupo I,14,2,,,1.061',177452,,10,,1
17,ES2,13222,2016,LaLiga 1|2|3,6,,,,205',177452,,,,
18,CDR,13222,2016,Copa del Rey,1,,,,45',177452,,,,
19,ES2,13222,2015,LaLiga2,30,3,,,1.021',177452,,5,,2
20,CDR,13222,2015,Copa del Rey,8,2,,,671',177452,,4,,1
21,ES2,648,2014,LaLiga2,9,,,,298',177452,,,,
22,ES2,237,2014,LaLiga2,14,1,,,448',177452,,2,,
23,CDR,237,2014,Copa del Rey,,,,,,177452,,,,
24,ES3A,1536,2013,2ª B - Grupo I,34,7,,,2.819',177452,,10,,1
25,CDR,1536,2013,Copa del Rey,3,1,,,125',177452,,3,,
26,ES3C,8494,2012,2ª B - Grupo III,32,7,,,2.536',177452,,7,,
27,CDR,237,2012,Copa del Rey,,,,,,177452,,,,
28,ES1,237,2012,LaLiga,,,,,,177452,,,,
29,ES3C,8494,2011,2ª B - Grupo III,33,4,,,2.332',177452,,13,,
30,ES1,237,2011,LaLiga,1,,,,11',177452,,,,
31,CDR,237,2011,Copa del Rey,2,,,,10',177452,,,,
32,ES3C,8494,2010,2ª B - Grupo III,25,2,,,1.339',177452,,5,,
33,ES1,237,2010,LaLiga,,,,,,177452,,,,
0,ES1,1049,2023,LaLiga,30,2,32,11,2.700',502676,,,,
1,CDR,1049,2023,Copa del Rey,,,,,,502676,,,,
2,ES1,1049,2022,LaLiga,38,3,45,7,3.420',502676,,,,
3,CDR,1049,2022,Copa del Rey,3,,3,2,258',502676,,,,
4,SUC,1049,2022,Supercopa,1,,1,,120',502676,,,,
5,ES1,1049,2021,LaLiga,18,2,20,8,1.620',502676,,,,
6,CDR,1049,2021,Copa del Rey,3,,2,1,300',502676,,,,
7,GE1N,6365,2021,Erovnuli Liga,18,1,26,2,1.620',502676,,,,
8,GEP1,6365,2021,David Kipiani Cup,2,,2,1,180',502676,,,,
9,ELQ,6365,2020,Europa League Qualifying,3,,4,,270',502676,,,,
10,GE1N,6365,2020,Erovnuli Liga,11,1,11,4,990',502676,,,,
11,GEP1,6365,2020,David Kipiani Cup,1,,2,,90',502676,,,,
12,GE2P,1799,2019,Liga 1 Playoff,2,,2,1,119',502676,,,,
13,GE1N,1799,2019,Erovnuli Liga,28,1,43,7,2.520',502676,,,,
14,GEP1,1799,2019,David Kipiani Cup,2,,,2,119',502676,,,,
15,GE1N,663,2018,Erovnuli Liga,,,,,,502676,,,,
0,ES1,1049,2023,LaLiga,,,,,,227805,,,,
1,CDR,1049,2023,Copa del Rey,4,,4,2,390',227805,,,,
2,ES1,1049,2022,LaLiga,,,,,,227805,,,,
3,ES1,1049,2021,LaLiga,4,2,4,2,342',227805,,,,
4,CDR,1049,2021,Copa del Rey,5,,3,2,480',227805,,,,
5,ES1,1049,2020,LaLiga,28,1,42,4,2.520',227805,,,,
6,CDR,1049,2020,Copa del Rey,,,,,,227805,,,,
7,ES1,1049,2019,LaLiga,15,1,23,4,1.323',227805,,,,
8,CL,1049,2019,Champions League,2,1,4,1,180',227805,,,,
9,CDR,1049,2019,Copa del Rey,3,,2,2,300',227805,,,,
10,SUC,1049,2019,Supercopa,1,,3,,90',227805,,,,
11,CDR,1049,2018,Copa del Rey,9,2,8,3,810',227805,,,,
12,ES1,1049,2018,LaLiga,4,,1,3,360',227805,,,,
13,EL,1049,2018,Europa League,,,,,,227805,,,,
14,CL,1049,2018,Champions League,1,,1,,90',227805,,,,
15,ES1,1049,2017,LaLiga,5,2,5,2,450',227805,,,,
16,CDR,1049,2017,Copa del Rey,8,,8,2,750',227805,,,,
17,ES1,1049,2016,LaLiga,3,,4,1,270',227805,,,,
18,CDR,1049,2016,Copa del Rey,4,,8,,360',227805,,,,
19,ES1,1049,2015,LaLiga,17,,18,5,1.530',227805,,,,
20,EL,1049,2015,Europa League,,,,,,227805,,,,
21,CDR,1049,2015,Copa del Rey,1,,1,,90',227805,,,,
22,CL,1049,2015,Champions League,6,1,9,1,540',227805,,,,
23,ES3C,6182,2014,2ª B - Grupo III,26,1,30,8,2.312',227805,,,,
24,CDR,1049,2014,Copa del Rey,,,,,,227805,,,,
25,ES3P,6182,2013,Permanencia 2ª Federación,2,1,2,1,180',227805,,,,
26,ES3C,6182,2013,2ª B - Grupo III,27,4,34,9,2.370',227805,1,,,
27,EL,1049,2013,Europa League,,,,,,227805,,,,
28,ES1,1049,2013,LaLiga,,,,,,227805,,,,
29,ES2P,33600,2012,Ascenso a 2ª,,,,,,227805,,,,
30,ES3C,33600,2012,2ª B - Grupo III,2,1,1,1,159',227805,,,,
31,ES2,11972,2011,LaLiga2,,,,,,227805,,,,
0,ES1,1049,2023,LaLiga,,,,,,398131,,,,
1,CDR,1049,2023,Copa del Rey,,,,,,398131,,,,
2,ES1,1049,2022,LaLiga,,,,,,398131,,,,
3,SUC,1049,2022,Supercopa,,,,,,398131,,,,
4,ES2,11596,2021,LaLiga SmartBank,3,,6,,270',398131,,,,
5,ES1,1049,2021,LaLiga,,,,,,398131,,,,
6,ES1,1049,2020,LaLiga,,,,,,398131,,,,
7,CDR,1049,2020,Copa del Rey,4,,6,1,390',398131,,,,
8,ES3C,6182,2019,2ª B - Grupo III,22,1,23,7,1.980',398131,,,,
9,ES1,1049,2019,LaLiga,,,,,,398131,,,,
10,CDR,1049,2019,Copa del Rey,,,,,,398131,,,,
11,CL,1049,2019,Champions League,,,,,,398131,,,,
12,ES3C,6182,2018,2ª B - Grupo III,26,4,33,8,2.295',398131,,,,
13,ES1,1049,2018,LaLiga,,,,,,398131,,,,
14,EL,1049,2018,Europa League,,,,,,398131,,,,
15,ES3C,6182,2017,2ª B - Grupo III,32,5,49,6,2.865',398131,,,,
16,CDR,1049,2017,Copa del Rey,,,,,,398131,,,,
17,ES3C,6182,2016,2ª B - Grupo III,,,,,,398131,,,,
18,19YL,50635,2015,UEFA Youth League,,,,,,398131,,,,
0,ES1,1049,2023,LaLiga,28,2,,,2.353',646750,,,,
1,CDR,1049,2023,Copa del Rey,2,,,,177',646750,,,,
2,E3PP,6182,2022,Promoción 1ª Federación,,,,,,646750,,,,
3,ES1,1049,2022,LaLiga,3,,,,143',646750,,,,
4,E4G3,6182,2022,Segunda Federación - Gr. III,10,1,,,815',646750,,,,
5,CDR,1049,2022,Copa del Rey,1,,,,90',646750,,,,
6,SUC,1049,2022,Supercopa,,,,,,646750,,,,
7,ES1,1049,2021,LaLiga,6,1,,,209',646750,,,,
8,CDR,1049,2021,Copa del Rey,1,,,,90',646750,,,,
0,ES1,1049,2023,LaLiga,9,1,,,280',895334,,,,
1,E4G3,6182,2023,Segunda Federación - Gr. III,7,3,,,630',895334,1,,,
2,CDR,1049,2023,Copa del Rey,2,1,,,180',895334,,,,
3,E3PP,6182,2022,Promoción 1ª Federación,2,,,,180',895334,,,,
4,E4G3,6182,2022,Segunda Federación - Gr. III,2,,,,180',895334,,,,
0,ES1,1049,2023,LaLiga,14,6,,,1.073',346289,,1,,
1,CDR,1049,2023,Copa del Rey,1,,,,90',346289,,,,
2,ES1,1049,2022,LaLiga,29,5,,,2.449',346289,,3,1,
3,CDR,1049,2022,Copa del Rey,1,1,,,45',346289,,,,
4,SUC,1049,2022,Supercopa,,,,,,346289,,,,
5,ES1,1049,2021,LaLiga,29,11,,,1.943',346289,,,,1
6,CDR,1049,2021,Copa del Rey,8,4,,,735',346289,,,,1
7,ES1,1049,2020,LaLiga,26,4,,,2.082',346289,1,1,,
8,CDR,1049,2020,Copa del Rey,1,,,,24',346289,,,,
9,ES1,1049,2019,LaLiga,21,5,,,1.439',346289,,,,
10,CL,1049,2019,Champions League,5,1,,,309',346289,,,1,
11,CDR,1049,2019,Copa del Rey,3,,,,300',346289,,,,
12,SUC,1049,2019,Supercopa,,,,,,346289,,,,
13,CDR,1049,2018,Copa del Rey,7,1,,,457',346289,1,,,
14,ES1,1049,2018,LaLiga,22,9,,,1.574',346289,,2,,
15,EL,1049,2018,Europa League,6,2,,,540',346289,,1,,
16,CL,1049,2018,Champions League,3,1,,,270',346289,,,,
17,FR1,1041,2017,Ligue 1,12,2,,,725',346289,,1,,
18,CN2B,12764,2017,National 2 - Grp. B,2,,,,180',346289,,1,,
19,EL,1041,2017,Europa League,5,,,,450',346289,,1,,
20,FRC,1041,2017,Coupe de France,3,,,,225',346289,,,,
21,FRL,1041,2017,Coupe de la Ligue,1,1,,,90',346289,,,,
22,FR1,1041,2016,Ligue 1,22,5,,,1.930',346289,,1,,2
23,EL,1041,2016,Europa League,8,1,,,750',346289,,3,,
24,FRC,1041,2016,Coupe de France,1,,,,90',346289,,1,,
25,FRL,1041,2016,Coupe de la Ligue,,,,,,346289,,,,
26,CL,1041,2016,Champions League,3,1,,,270',346289,,,,
27,CN2C,12764,2016,CFA - Grp. C,5,1,,,450',346289,,,,
28,FRCH,1041,2016,Trophée des Champions,,,,,,346289,,,,
29,19YL,50633,2015,UEFA Youth League,6,1,,,540',346289,,,,
30,FRYC,7813,2014,Coupe Gambardella,1,,,,90',346289,,,,
0,ES1,1049,2023,LaLiga,16,2,,,1.139',615350,,,,
1,CDR,1049,2023,Copa del Rey,2,1,,,210',615350,,,,1
2,ES1,1049,2022,LaLiga,17,1,,,1.362',615350,,,,
3,CDR,1049,2022,Copa del Rey,3,,,,224',615350,,,,1
4,SUC,1049,2022,Supercopa,1,,,,120',615350,,,,
5,BE1,2727,2021,JPL,32,4,,,2.835',615350,,2,,
6,CCB,2727,2021,Croky Cup,2,,,,180',615350,,,,
7,FR1,1041,2020,Ligue 1,,,,,,615350,,,,
8,FRC,1041,2020,Coupe de France,1,,,,10',615350,,,,
9,CN2C,12764,2020,National 2 - Grp. C,2,1,,,127',615350,,,,
10,TR2,2375,2019,1.Lig,12,2,,,646',615350,,,,
11,TRP,2375,2019,Türkiye Kupasi,4,1,,,345',615350,,,,
12,TR4P,20699,2018,3.Lig Playoff,2,,,,134',615350,,,,
13,TR4C,20699,2018,3.Lig Grup 3,21,1,,,1.539',615350,,1,,
14,TRP,20699,2018,Türkiye Kupasi,1,,,,45',615350,,,,
0,ES1,1049,2023,LaLiga,22,3,,,1.756',221322,,1,,2
1,CDR,1049,2023,Copa del Rey,3,,,,120',221322,,1,,1
2,ES1,1049,2022,LaLiga,31,4,,,2.715',221322,,1,,4
3,CDR,1049,2022,Copa del Rey,2,,,,180',221322,,,,
4,SUC,1049,2022,Supercopa,1,,,,120',221322,,,,
5,ES1,1049,2021,LaLiga,24,6,,,1.874',221322,1,2,1,5
6,CDR,1049,2021,Copa del Rey,7,1,,,552',221322,,,,
7,ES1,1049,2020,LaLiga,33,6,,,2.848',221322,,1,,7
8,CDR,1049,2020,Copa del Rey,1,,,,14',221322,,,,
9,ES1,1049,2019,LaLiga,24,5,,,1.989',221322,,,,1
10,CL,1049,2019,Champions League,6,,,,540',221322,,,,1
11,CDR,1049,2019,Copa del Rey,1,,,,46',221322,,,,
12,SUC,1049,2019,Supercopa,1,,,,90',221322,,,,
13,CDR,1049,2018,Copa del Rey,5,1,,,450',221322,,,,1
14,ES1,1049,2018,LaLiga,35,10,,,3.138',221322,,1,,2
15,EL,1049,2018,Europa League,4,2,,,360',221322,,,,1
16,CL,1049,2018,Champions League,5,3,,,450',221322,,,,
17,ES1,1049,2017,LaLiga,34,11,,,2.917',221322,,,,5
18,CDR,1049,2017,Copa del Rey,4,,,,390',221322,,,,
19,ES1,1049,2016,LaLiga,27,4,,,2.089',221322,,1,,3
20,CDR,1049,2016,Copa del Rey,3,,,,126',221322,,,,
21,ES1,1049,2015,LaLiga,20,5,,,1.441',221322,,,1,
22,EL,1049,2015,Europa League,4,,,,315',221322,,,,1
23,CDR,1049,2015,Copa del Rey,5,2,,,389',221322,,1,,
24,CL,1049,2015,Champions League,5,1,,,450',221322,,,,2
25,CLQ,1049,2015,Champions League Qu.,2,,,,180',221322,,,,
26,ES1,1049,2014,LaLiga,35,10,,,2.919',221322,,1,,6
27,CDR,1049,2014,Copa del Rey,2,,,,180',221322,,1,,
28,ES3P,6182,2013,Permanencia 2ª Federación,2,1,,,180',221322,,,,
29,ES3C,6182,2013,2ª B - Grupo III,26,6,,,2.240',221322,,2,,
30,EL,1049,2013,Europa League,3,,,,205',221322,,,,
31,ES1,1049,2013,LaLiga,1,,,,90',221322,,,,
32,ES3C,6182,2012,2ª B - Grupo III,36,11,,,2.924',221322,,2,1,
33,CDR,1049,2012,Copa del Rey,1,,,,90',221322,,,,
34,ES1,1049,2012,LaLiga,,,,,,221322,,,,
35,CL,1049,2012,Champions League,,,,,,221322,,,,
36,ES3C,6182,2011,2ª B - Grupo III,1,,,,21',221322,,,,
0,ES1,1049,2023,LaLiga,16,1,,,369',623024,,1,,
1,CDR,1049,2023,Copa del Rey,3,,,,213',623024,,,,
2,ES1,1049,2022,LaLiga,10,1,,,306',623024,,,,
3,CDR,1049,2022,Copa del Rey,2,,,,105',623024,,,,1
4,SUC,1049,2022,Supercopa,,,,,,623024,,,,
5,ES1,1049,2021,LaLiga,15,,,,811',623024,,,,
6,CDR,1049,2021,Copa del Rey,2,1,,,168',623024,,,,
7,E3FD,6182,2020,2ª B - Fase de descenso,6,,,,475',623024,,,,
8,ES3C,6182,2020,2ª B - Grupo III,16,1,,,1.404',623024,,1,,1
9,ES1,1049,2020,LaLiga,,,,,,623024,,,,
10,CDR,1049,2020,Copa del Rey,1,,,,85',623024,,,,
11,ES3C,6182,2019,2ª B - Grupo III,,,,,,623024,,,,
12,19YL,50635,2019,UEFA Youth League,3,2,,,185',623024,,,,
13,19YL,50635,2018,UEFA Youth League,4,,,,316',623024,,,,
0,ES1,1049,2023,LaLiga,23,2,,,1.664',367466,1,,,2
1,CDR,1049,2023,Copa del Rey,4,,,,222',367466,,,,
2,ES1,1049,2022,LaLiga,27,5,,,2.016',367466,,,,
3,SUC,1049,2022,Supercopa,1,,,,120',367466,,,,
4,ES1,1049,2021,LaLiga,19,5,,,1.423',367466,,,,1
5,CDR,1049,2021,Copa del Rey,3,1,,,199',367466,,,,
6,ES1,1049,2020,LaLiga,29,4,,,2.141',367466,,1,1,1
7,CDR,1049,2020,Copa del Rey,3,2,,,295',367466,,1,,
8,ES1,1049,2019,LaLiga,4,,,,259',367466,,,,
9,CL,1049,2019,Champions League,1,,,,20',367466,,,,
10,CDR,1049,2019,Copa del Rey,2,,,,210',367466,,,,
11,PO1,336,2019,Liga NOS,4,2,,,360',367466,,,,
12,POSU,336,2019,Supertaça,1,,,,90',367466,,,,
13,PTPR,67909,2018,U-23 Cup Portugal,2,,,,180',367466,,,,
14,PO1,336,2018,Liga NOS,,,,,,367466,,,,
15,EL,336,2018,Europa League,2,,,,42',367466,,,,
16,PT23,67909,2018,Liga Revelação,1,1,,,90',367466,,,,
17,19YL,45510,2017,UEFA Youth League,7,1,,,630',367466,,,,1
18,19YL,45510,2016,UEFA Youth League,3,1,,,245',367466,,,,
0,ES1,1049,2023,LaLiga,26,2,,,1.466',170472,,,,
1,CDR,1049,2023,Copa del Rey,1,,,,90',170472,,,,
2,ES1,1049,2022,LaLiga,30,4,,,1.727',170472,,,,2
3,CDR,1049,2022,Copa del Rey,2,,,,180',170472,,,,
4,SUC,1049,2022,Supercopa,1,,,,25',170472,,,,
5,ES1,1049,2021,LaLiga,29,11,,,2.339',170472,,,,2
6,CDR,1049,2021,Copa del Rey,7,1,,,536',170472,,,,
7,ES1,16795,2021,LaLiga,2,,,,180',170472,,,,
8,ES1,16795,2020,LaLiga,32,7,,,2.670',170472,,,,4
9,EL,16795,2020,Europa League,9,2,,,614',170472,,,,1
10,CDR,16795,2020,Copa del Rey,4,,,,249',170472,,1,,1
11,ELQ,16795,2020,Europa League Qualifying,1,,,,1',170472,,,,
12,ES1,16795,2019,LaLiga,17,4,,,1.114',170472,,1,,
13,CDR,16795,2019,Copa del Rey,5,,,,505',170472,,,,
14,GB1,1010,2019,Premier League,3,,,,58',170472,,,,
15,CGB,1010,2019,EFL Cup,2,,,,180',170472,,,,
16,ES1,3709,2018,LaLiga,25,7,,,1.810',170472,,3,,3
17,CDR,3709,2018,Copa del Rey,4,1,,,283',170472,,,,
18,FR1,667,2017,Ligue 1,16,2,,,1.239',170472,,,,2
19,FRC,667,2017,Coupe de France,2,,,,174',170472,,,,
20,FRL,667,2017,Coupe de la Ligue,1,,,,120',170472,,,,
21,ES1,16795,2016,LaLiga,22,5,,,1.868',170472,,,,2
22,ES1,16795,2015,LaLiga,21,5,,,1.524',170472,,1,,1
23,CDR,16795,2015,Copa del Rey,3,,,,127',170472,,,,
24,ES1,16795,2014,LaLiga,25,6,,,1.685',170472,,,,1
25,CDR,16795,2014,Copa del Rey,2,1,,,180',170472,,,,
26,ES1,16795,2013,LaLiga,24,,,,1.116',170472,,,,
27,CDR,16795,2013,Copa del Rey,1,,,,12',170472,,,,
28,FR1,273,2013,Ligue 1,2,,,,59',170472,,,,
29,FR1,273,2012,Ligue 1,15,1,,,794',170472,,,1,
30,FRL,273,2012,Coupe de la Ligue,2,,,,180',170472,,,,
31,FRC,273,2012,Coupe de France,,,,,,170472,,,,
32,FR1,273,2011,Ligue 1,2,,,,135',170472,,,,
33,FRC,273,2011,Coupe de France,,,,,,170472,,,,
34,EL,273,2011,Europa League,1,,,,90',170472,,,,
35,FR1,273,2010,Ligue 1,,,,,,170472,,,,
0,ES1,1049,2023,LaLiga,30,3,,,2.675',328480,,4,,1
1,CDR,1049,2023,Copa del Rey,2,1,,,190',328480,,1,,
2,ES1P,3368,2022,Promoción LaLiga,4,2,,,390',328480,,,,
3,ES2,3368,2022,LaLiga SmartBank,39,9,,,3.175',328480,,1,1,2
4,CDR,3368,2022,Copa del Rey,4,,,,332',328480,,,,
5,ES1,3368,2021,LaLiga,29,9,,,2.005',328480,,,,
6,CDR,3368,2021,Copa del Rey,1,,,,120',328480,,,,1
7,PO1,2420,2020,Liga NOS,30,7,,,2.390',328480,,1,,
8,POCP,2420,2020,Allianz Cup,1,,,,120',328480,,,,
9,POPO,2420,2020,Taça de Portugal,2,1,,,210',328480,,,,
10,PO1,7179,2019,Liga NOS,33,8,,,2.904',328480,,2,,4
11,POCP,7179,2019,Allianz Cup,1,1,,,90',328480,,,,
12,ES1,3368,2018,LaLiga,,,,,,328480,,,,
13,ES3C,11516,2018,2ª B - Grupo III,31,4,,,2.347',328480,,6,,
14,ES3C,7971,2017,2ª B - Grupo III,30,6,,,1.992',328480,,,1,
15,CDR,7971,2017,Copa del Rey,2,,,,126',328480,,,,
16,ES3P,11516,2016,Permanencia 2ª Federación,2,,,,182',328480,,,,
17,ES3C,11516,2016,2ª B - Grupo III,29,6,,,2.112',328480,,4,,
18,ES3C,11516,2015,2ª B - Grupo III,30,8,,,1.959',328480,,4,,
19,CDR,3368,2015,Copa del Rey,1,,,,4',328480,,,,
0,ES1,1049,2023,LaLiga,21,5,,,1.089',495629,,1,,
1,CDR,1049,2023,Copa del Rey,4,,,,252',495629,,,,
2,ES1,1049,2022,LaLiga,25,5,,,1.634',495629,,1,,4
3,CDR,1049,2022,Copa del Rey,3,,,,168',495629,,,,
4,SUC,1049,2022,Supercopa,1,,,,5',495629,,,,
5,ES1,1049,2021,LaLiga,31,9,,,2.365',495629,1,1,1,
6,CDR,1049,2021,Copa del Rey,6,3,,,421',495629,,1,,
7,ES1,1049,2020,LaLiga,25,8,,,1.989',495629,,1,,
8,CDR,1049,2020,Copa del Rey,2,1,,,156',495629,,,,
9,ES1,1049,2019,LaLiga,6,3,,,494',495629,,,,
10,CL,1049,2019,Champions League,,,,,,495629,,,,
11,ES3C,6182,2019,2ª B - Grupo III,18,4,,,1.457',495629,,1,,
12,19YL,50635,2019,UEFA Youth League,3,,,,270',495629,1,,,
13,ES3C,6182,2018,2ª B - Grupo III,29,13,,,2.366',495629,,1,,
14,19YL,50635,2018,UEFA Youth League,5,2,,,450',495629,,,,
15,CDR,1049,2018,Copa del Rey,,,,,,495629,,,,
16,ES3C,6182,2017,2ª B - Grupo III,11,4,,,478',495629,,,,
0,ES1,1049,2023,LaLiga,28,3,,,1.944',834764,1,4,,1
1,CDR,1049,2023,Copa del Rey,4,,,,232',834764,,,,
2,ES1,1049,2022,LaLiga,10,,,,602',834764,,1,,
3,E4G3,6182,2022,Segunda Federación - Gr. III,25,5,,,2.164',834764,,1,,1
4,CDR,1049,2022,Copa del Rey,,,,,,834764,,,,
5,ES1,1049,2021,LaLiga,,,,,,834764,,,,
6,CDR,1049,2021,Copa del Rey,1,,,,1',834764,,,,
7,E3FD,6182,2020,2ª B - Fase de descenso,1,,,,9',834764,,,,
0,ES1,1049,2023,LaLiga,10,,,,523',375382,,1,,1
1,ES1,1049,2022,LaLiga,34,3,,,2.549',375382,,2,,4
2,CDR,1049,2022,Copa del Rey,3,,,,120',375382,,,,1
3,SUC,1049,2022,Supercopa,1,1,,,115',375382,,,,
4,PO1,2420,2022,Liga Portugal,3,1,,,239',375382,,,,2
5,ECLQ,2420,2022,UECL Qualifiers,3,,,,218',375382,,,,
6,PO1,2420,2021,Liga Bwin,31,5,,,1.826',375382,,,,
7,POCP,2420,2021,Allianz Cup,4,,,,280',375382,,,,1
8,POPO,2420,2021,Taça de Portugal,1,,,,12',375382,,,,
9,PO1,2420,2020,Liga NOS,30,2,,,1.653',375382,,2,,
10,POCP,2420,2020,Allianz Cup,1,,,,53',375382,,,,
11,POPO,2420,2020,Taça de Portugal,2,,,,157',375382,,,,
12,PO1,2420,2019,Liga NOS,8,1,,,211',375382,,1,,
13,EL,2420,2019,Europa League,1,,,,64',375382,,,,
14,POCP,2420,2019,Allianz Cup,2,1,,,143',375382,,,,
15,ELQ,2420,2019,Europa League Qualifying,4,,,,174',375382,,,,
16,PO1,2420,2018,Liga NOS,,,,,,375382,,,,
17,PO2,15136,2018,Ledman LigaPro,18,1,,,1.047',375382,,,,
18,PO2,15136,2017,Ledman LigaPro,,,,,,375382,,,,
19,PO2,15136,2016,Ledman LigaPro,4,,,,260',375382,,,,
0,ES1,1049,2023,LaLiga,17,3,,,588',377219,,,1,1
1,CDR,1049,2023,Copa del Rey,2,,,,144',377219,,,,
2,ES2,366,2023,LaLiga2,1,,,,22',377219,,,,
3,ES1,366,2022,LaLiga,7,2,,,268',377219,1,2,,1
4,BE1,3057,2022,JPL,9,2,,,793',377219,,4,1,1
5,BE1,3057,2021,JPL,19,7,,,1.324',377219,,3,,2
6,CCB,3057,2021,Croky Cup,1,1,,,58',377219,,,,
7,POBE,3057,2020,JPL Playoff II,3,2,,,223',377219,,1,,
8,CCB,3057,2020,Croky Cup,3,2,,,269',377219,,1,,
9,BE1,3057,2020,JPL,24,5,,,1.852',377219,,9,1,4
10,EL,3057,2020,Europa League,3,,,,213',377219,,,,
11,ELQ,3057,2020,Europa League Qualifying,3,1,,,277',377219,,4,,
12,BE1,3057,2019,JPL,25,7,,,1.733',377219,,7,,4
13,CCB,3057,2019,Croky Cup,2,,,,116',377219,,,,
14,EL,3057,2019,Europa League,5,1,,,278',377219,,2,,
15,POBE,29228,2018,JPL Playoff II,4,3,,,352',377219,,2,,2
16,BE1,29228,2018,JPL,19,6,,,1.464',377219,,3,,3
17,CCB,29228,2018,Croky Cup,1,,,,87',377219,,,,
18,POBE,29228,2017,JPL Playoff II,8,3,,,696',377219,,4,1,1
19,BE1,29228,2017,JPL,21,5,,,1.438',377219,1,5,,3
20,CCB,29228,2017,Croky Cup,2,1,,,128',377219,,,,
21,BE2A,3772,2016,PL Relegation,4,,,,260',377219,,,,
22,BE2,3772,2016,Proximus League,20,5,,,767',377219,,,,3
23,CCB,3772,2016,Croky Cup,1,,,,90',377219,,,,
24,POBE,29228,2015,JPL Playoff II,,,,,,377219,,,,
25,BE1,29228,2015,JPL,3,,,,35',377219,,,,
0,ES1,1049,2023,LaLiga,5,,,,99',622992,,,,
1,E4G3,6182,2023,Segunda Federación - Gr. III,12,1,,,1.043',622992,,4,,
2,CDR,1049,2023,Copa del Rey,3,1,,,180',622992,,1,,1
3,E3PP,6182,2022,Promoción 1ª Federación,2,1,,,173',622992,,,,
4,E4G3,6182,2022,Segunda Federación - Gr. III,32,8,,,2.355',622992,1,5,,1
5,E3FD,6182,2020,2ª B - Fase de descenso,8,2,,,564',622992,,,,
6,ES3C,6182,2020,2ª B - Grupo III,16,1,,,1.205',622992,1,2,,
7,ES1,1049,2019,LaLiga,,,,,,622992,,,,
8,ES3C,6182,2019,2ª B - Grupo III,4,,,,200',622992,,,,
9,CL,1049,2019,Champions League,,,,,,622992,,,,
10,19YL,50635,2019,UEFA Youth League,5,1,,,444',622992,,1,,1
11,19YL,50635,2018,UEFA Youth League,1,,,,34',622992,,,,
0,ES1,1049,2023,LaLiga,28,2,,,1.996',617081,,3,,5
1,CDR,1049,2023,Copa del Rey,3,,,,175',617081,,1,,
2,ES1,1049,2022,LaLiga,10,,,,448',617081,,3,,1
3,E4G3,6182,2022,Segunda Federación - Gr. III,22,4,,,1.006',617081,,5,,1
4,ES1,1049,2021,LaLiga,,,,,,617081,,,,
5,CDR,1049,2021,Copa del Rey,,,,,,617081,,,,
6,E3FA,2464,2020,2ª B - Fase de ascenso,,,,,,617081,,,,
7,19YL,41584,2019,UEFA Youth League,1,,,,12',617081,,,,
0,ES1,1049,2023,LaLiga,30,4,,,1.944',622988,,1,,4
1,CDR,1049,2023,Copa del Rey,4,,,,172',622988,,,,
2,ES1,1049,2022,LaLiga,7,2,,,134',622988,,,,
3,CDR,1049,2022,Copa del Rey,3,,,,68',622988,,,,
4,SUC,1049,2022,Supercopa,1,,,,38',622988,,,,
5,E4G3,6182,2022,Segunda Federación - Gr. III,8,,,,555',622988,,3,,
6,E3FD,6182,2020,2ª B - Fase de descenso,8,2,,,565',622988,,,,
7,ES3C,6182,2020,2ª B - Grupo III,13,,,,326',622988,,,,
8,19YL,50635,2019,UEFA Youth League,1,,,,20',622988,,,,
9,19YL,50635,2018,UEFA Youth League,4,1,,,142',622988,,,,
0,ES1,1049,2023,LaLiga,7,1,,,227',710004,,,,
